ID	Title	Short name	Biological organization
1382	Decrease, surfactant	Decrease, surfactant	Molecular
1383	Activate, phospholipase	Activate, phospholipase	Molecular
1384	Increase, ammonium (NH4+)	Increase, ammonium (NH4+)	Molecular
1385	Activated, gastric ulcer formation	Activated, gastric ulcer formation	Organ
1386	CYP7B activity, inhibition	CYP7B activity, inhibition	Molecular
1387	7_-hydroxypregnenolone synthesis in the brain, decreased	7_-hydroxypregnenolone synthesis in the brain, decreased	Cellular
1388	Dopamine release in the brain, decreased	Dopamine release in the brain, decreased	Tissue
1389	Locomotor activity, decreased	Locomotor activity, decreased	Individual
1390	Sexual behavior, decreased	Sexual behavior, decreased	Individual
1391	Activation of Cyp2E1 in the liver	Activation of Cyp2E1 in the liver	Molecular
1392	Oxidative Stress 	Oxidative Stress	Molecular
1393	Hepatocytotoxicity	Hepatocytotoxicity	Cellular
1394	Hepatocellular Regenerative Proliferation 	Hepatocellular Regenerative Proliferation	Cellular
1395	Liver Cancer	Liver Cancer	Organ
1396	Increased, glucocorticoid receptor activity	Increased, glucocorticoid receptor activity	Molecular
1397	Increased, serotonin transporter activity	Increased, serotonin transporter activity	Cellular
1398	Increased, intracellular serotonin	Increased, intracellular serotonin	Cellular
1399	Increased, packaged serotonin	Increased, packaged serotonin	Cellular
1400	Increased, synaptic release	Increased, synaptic release	Cellular
1401	Decreased, 5-HT3	Decreased, 5-HT3	Tissue
1402	Reduced, PTGS1 function	Reduced, PTGS1 function	Molecular
1403	Reduced, platelet aggregation	Reduced, platelet aggregation	Tissue
1404	Decreased, mucosal blood flow	Decreased, mucosal blood flow	Tissue
1405	Reduced, mucosal defense	Reduced, mucosal defense	Tissue
1406	Decreased, mucous	Decreased, mucous	Tissue
1407	Decreased, bicarbonate	Decreased, bicarbonate	Tissue
1408	Reduced, PTGS2 function	Reduced, PTGS2 function	Cellular
1409	Decreased, angiogenesis	Decreased, angiogenesis	Tissue
1410	Increased, leukocyte adherence	Increased, leukocyte adherence	Tissue
1411	Increased, leukocyte activation	Increased, leukocyte activation	Tissue
1412	Helicobacter pylori infection	Helicobacter pylori infection	Tissue
1413	Reduced, presynaptic neuron 2 activity	Reduced, presynaptic neuron 2 activity	Cellular
1414	Decreased, GABA	Decreased, GABA	Cellular
1415	Reduced, GABA-A receptor activation	Reduced, GABA-A receptor activation	Molecular
1416	Decreased, intracellular chloride	Decreased, intracellular chloride	Cellular
1417	NFE2/Nrf2 repression	NFE2/Nrf2 repression	Molecular
1418	Increased, steatosis	Increased, steatosis	Organ
1419	Reduced, FXR activity	Reduced, FXR activity	Molecular
1420	Reduced, SHP activity	Reduced, SHP activity	Molecular
1421	Activated, LXR	Activated, LXR	Molecular
1422	Reduced, PPARalpha	Reduced, PPARalpha	Molecular
1423	Reduced, HSD17B4 activity	Reduced, HSD17B4 activity	Molecular
1424	Reduced, fatty acid beta oxidation	Reduced, fatty acid beta oxidation	Molecular
1425	Mu Opioid Receptor Agonism	Mu Opioid Receptor Agonism	Molecular
1426	Release of G Proteins	Release of G Proteins	Cellular
1427	Opening of G protein gated inward rectifying K channels	Opening of GIRK channels	Cellular
1428	Analgesia	Analgesia	Individual
1429	Inhibition of N-type Ca ion channels	Inhibition of Ca Channels	Cellular
1430	Inhibition of neurotransmitter vesicle release	Inhibition of neurotransmitter release	Cellular
1431	Serotonin 1A Receptor Agonism	Serotonin 1A Receptor Agonism	Molecular
1432	Anti-depressant Activity	Anti-depressant Activity	Individual
1433	Increased CGRP, neuronal release of CGRP	Increased CGRP	Cellular
1434	Irritation of nasal mucosa inducing sneeze reflex	Irritation induced sneezing	Tissue
1435	Increased neurokinin A (NKA) by neuronal cells	Increased NKA	Cellular
1436	neurogenic inflammation of sensory nerves	neurogenic inflammation	Cellular
1437	Sensing of the stressor by pulmonary cells	Sensing of the stressor	Molecular
1438	Increased production of pulmonary, pro-inflammatory cytokines	Pro-inflammatory cytokines increased	Molecular
1439	Increased production of pulmonary SAA	SAA production increased	Molecular
1440	Formation of HDL-SAA	HDL-SAA formation	Cellular
1441	Increased systemic total cholesterol pool	Systemic cholesterol increased	Organ
1442	Foam cell formation	Foam cell formation	Organ
1443	Plaque progression in arteries	Plaque progression	Individual
1444	Increase, Follicular atresia	Increase, Follicular atresia	Tissue
1445	Increase, Lipid peroxidation	Increase, Lipid peroxidation	Cellular
1446	Increase, Uncoupling of oxidative phosphorylation	Increase, Uncoupling of OXPHOS	Cellular
1447	obesity	obesity	Individual
1448	activation of CCAAT/enhancer-binding protein alpha	activation of CEBPA	Molecular
1449	increased adipogenesis	increased adipogenesis	Tissue
1450	decreased dopamine	decreased dopamine	Molecular
1451	decreased reward	decreased reward	Individual
1452	decreased DNA methylation of tyrosine hydroxylase	decreased DNA methylation of tyrosine hydroxylase	Cellular
1453	decreased methylation of dopamine transporter promoter	decreased methylation of dopamine transporter promoter	Cellular
1454	chronic high fat diet	chronic high fat diet	Individual
1455	Incudtion, Sustained inflammatory cytokine release	Sustained inflammatory cytokine release	Molecular
1456	Increase, Differentiation of fibroblasts	Differentiation of fibroblasts	Cellular
1457	Induction, Epithelial Mesenchymal Transition	EMT	Cellular
1458	Pulmonary fibrosis	Pulmonary fibrosis	Organ
1459	Induction, Cell damage sensing	Cell damage sensing	Molecular
1460	Increased Substance P (SP) by goblet cells	SP release	Cellular
1461	DNA double-strand break 	DSB	Molecular
1462	Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts	Thiol protein adducts	Molecular
1463	Inhibition of lysyl oxidase	Inhibition of lysyl oxidase	Cellular
1464	Reduction of collagen crosslinking	Reduction of collagen crosslinking	Tissue
1465	Weak collagen matrix	Weak collagen matrix	Tissue
1466	Notochord distortion or malformations	Notochord malformation	Organ
1467	Growth, reduction	Growth, reduction	Individual
1468	Activation, Latent Transforming Growth Factor Beta 1	TGFbeta1 activation	Molecular
1469	Activation, Transforming Growth Factor beta pathway	TGFbeta pathway activation	Molecular
1470	inherited mutations in offspring	increase in inherited mutations	Individual
			
Help			
About			
FAQ			
Metrics 			
