ID	Upstream event	Relationship type	Downstream event
1417	Induction, fatty acid beta-oxidation	leads to	Decrease, cytosolic fatty acid
1418	Activation, PI3K	leads to	Activation, AKT
1419	Activation, PI3K	leads to	Activation, L-FABP 
1420	Activation, PI3K	leads to	Activation, aPKC
1421	Activation, aPKC	leads to	Activation, SREBP-1
1422	Activation, FAS	leads to	Increased, lipogenesis
1423	Activation, L-FABP 	leads to	demethylation, PPARg promoter
1424	demethylation, PPARg promoter	leads to	Activation, FAS
1425	Activation, LRH-1	leads to	Activation, FAS
1426	Decreased, serotonin transporter activity	leads to	Increased, intracellular sodium (Na+)
1427	Decreased, serotonin transporter activity	leads to	Increased, intracellular chloride (Cl-)
1428	Decreased, serotonin transporter activity	leads to	Decreased, extracellular Na+ 
1429	Decreased, serotonin transporter activity	leads to	Decreased, extracellular chloride (Cl-)
1430	Decreased, serotonin transporter activity	leads to	Increased, extracellular serotonin
1431	Decreased, serotonin transporter activity	leads to	Decreased, intracellular serotonin
1432	Decreased, intracellular serotonin	leads to	Decreased, packaged serotonin
1433	Decreased, packaged serotonin	leads to	Decreased, synaptic release
1434	Decreased, synaptic release	leads to	Decreased, extracellular serotonin
1435	Decreased, extracellular serotonin	leads to	Increased, 5-HT3
1436	Decreased, extracellular serotonin	leads to	Inactivated, 5-HTR
1437	Decreased, extracellular serotonin	leads to	Activation, 5-HT2A
1438	Activation, 5-HT2A	leads to	Activate, PLC
1439	Activate, PLC	leads to	Increase, inositol triphosphate
1440	Increase, inositol triphosphate	leads to	Increase, intracellular calcium
1441	Increase, intracellular calcium	leads to	Activate, calmodulin
1442	Activate, calmodulin	leads to	Increase, myosin light chain phosphorylation
1443	Increase, myosin light chain phosphorylation	leads to	Increase, vascular smooth muscle contraction
1444	Increase, vascular smooth muscle contraction	leads to	Increase, hypertension
1445	Increased, 5-HT3	leads to	Increased, seizure
1446	Inactivated, 5-HTR	leads to	Reduce expression, BDNF
1447	Reduce expression, BDNF	leads to	Decreased, neuroplasticity
1448	Decreased, neuroplasticity	leads to	Increased, agitation
1449	Decreased, neuroplasticity	leads to	Increased, depression
1450	Increase, cortisone	leads to	Activation, Glucocorticoid Receptor
1451	Activation, Glucocorticoid Receptor	leads to	Reduced, BDNF
1452	Activated, presynaptic neuron 1	leads to	Increased, glutamate
1453	Increased, glutamate	leads to	Activated, NMDA receptor
1454	Activated, NMDA receptor	leads to	Increased, intracellular sodium (Na+)
1455	Increased, intracellular sodium (Na+)	leads to	Activated, voltage-gated sodium channel
1456	Treat, carbamazepine	leads to	Inhibit, voltage-gated sodium channel
1457	Activated, voltage-gated sodium channel	leads to	Activated, membrane depolarization
1458	Activated, membrane depolarization	leads to	Increased, hippocampal hyperdepolarization
1459	Increased, hippocampal hyperdepolarization	leads to	Increase, seizure
1460	Increase, seizure	leads to	Increased, epilepsy
1461	Activate, presynaptic neuron 2	leads to	Increase, GABA
1462	Increase, GABA	leads to	Activate, GABA-A receptor
1463	Increased, RDX dose	leads to	Activate, GABA-A receptor
1464	Activate, GABA-A receptor	leads to	Increased, intracellular chloride (Cl-)
1465	Increased, intracellular chloride (Cl-)	leads to	Inactive, membrane depolarization
1466	Increase, Excessive ROS generation	leads to	Peptide Oxidation
1467	Peptide Oxidation	leads to	Increase, DNA Damage
1468	Increase, DNA Damage	leads to	Increase, Apoptosis
1469	Increase, Apoptosis	leads to	Decrease, Oogenesis
1470	Decrease, Oogenesis	leads to	Decrease, Ovulation
1471	Decrease, Ovulation	leads to	Decrease, Fertility
1472	Decrease, Fertility	leads to	Decrease, Population trajectory
1473	Increase, angiogenesis	leads to	Inhibit, gastric ulcer formation
1474	Increase, platelet aggregation	leads to	Inhibit, gastric ulcer formation
1475	Activate, mucosal defense	leads to	Inhibit, gastric ulcer formation
1476	Activate, leukocyte 	leads to	Activated, gastric ulcer formation
1477	Increase, leukocyte adherence	leads to	Activate, leukocyte 
1478	Activation, PTGS-2	leads to	Decrease, leukocyte adherence
1479	Activation, PTGS-2	leads to	Increase, angiogenesis
1480	Activation, PTGS-1	leads to	Increase, platelet aggregation
1481	Activation, PTGS-1	leads to	Increase, mucosal blood flow
1482	Activation, PTGS-1	leads to	Increase, mucous
1483	Activation, PTGS-1	leads to	Increase, bicarbonate 
1484	Increase, bicarbonate 	leads to	Activate, mucosal defense
1485	Increase, mucous	leads to	Activate, mucosal defense
1486	Increase, mucosal blood flow	leads to	Activate, mucosal defense
1487	Increase, ammonium (NH4+)	leads to	Decrease, surfactant
1488	Activate, phospholipase	leads to	Decrease, surfactant
1489	Increase, surfactant	leads to	Activate, mucosal defense
1490	Altered, Cardiovascular development/function	leads to	Increased, Mortality
1491	Decreased, Population trajectory	leads to	Increased, Mortality
1492	Activation, AhR	leads to	Increased, Mortality
1493	CYP7B activity, inhibition	leads to	7_-hydroxypregnenolone synthesis in the brain, decreased
1494	CYP7B activity, inhibition	leads to	Locomotor activity, decreased
1495	7_-hydroxypregnenolone synthesis in the brain, decreased	leads to	Locomotor activity, decreased
1496	7_-hydroxypregnenolone synthesis in the brain, decreased	leads to	Dopamine release in the brain, decreased
1497	Dopamine release in the brain, decreased	leads to	Locomotor activity, decreased
1498	7_-hydroxypregnenolone synthesis in the brain, decreased	leads to	Sexual behavior, decreased
1499	Sexual behavior, decreased	leads to	Decreased, Reproductive Success
1500	Locomotor activity, decreased	leads to	Decreased, Reproductive Success
1501	Decreased, Reproductive Success	leads to	Decreased, Population trajectory
1502	Dopamine release in the brain, decreased	leads to	Sexual behavior, decreased
1503	Inhibition, Na+/I- symporter (NIS)	leads to	Impairment, Learning and memory
1504	TH synthesis, Decreased	leads to	BDNF, Reduced
1505	TH synthesis, Decreased	leads to	GABAergic interneurons, Decreased
1506	TH synthesis, Decreased	leads to	Impairment, Learning and memory
1507	BDNF, Reduced	leads to	Impairment, Learning and memory
1508	Inhibition, Calcineurin Activity	leads to	Interference, nuclear localization of NFAT
1509	Reduction, NFAT complex formation	leads to	Suppression, IL-2 and IL-4 production
1510	Suppression, IL-2 and IL-4 production	leads to	Impairment, T-cell dependent antibody response
1511	Inactivated, 5-HTR	leads to	Reduced, BDNF
1512	Activation of Cyp2E1 in the liver	leads to	Oxidative Stress 
1513	Oxidative Stress 	leads to	Hepatocytotoxicity
1514	Hepatocytotoxicity	leads to	Hepatocellular Regenerative Proliferation 
1515	Activation of Cyp2E1 in the liver	leads to	Hepatocytotoxicity
1516	Oxidative Stress 	leads to	Liver Cancer
1517	Hepatocytotoxicity	leads to	Liver Cancer
1518	Hepatocellular Regenerative Proliferation 	leads to	Liver Cancer
1519	Decreased, extracellular serotonin	leads to	Decreased, synaptic release
1520	Inhibit, serotonin transporter activity	leads to	Decreased, serotonin transporter activity
1521	Increased, extracellular serotonin	leads to	Decreased, extracellular serotonin
1522	Increased, glucocorticoid receptor activity	leads to	Reduced, BDNF
1523	Reduced, BDNF	leads to	Decreased, neuroplasticity
1524	Increased, serotonin transporter activity	leads to	Increased, intracellular serotonin
1525	Increased, intracellular serotonin	leads to	Increased, packaged serotonin
1526	Increased, packaged serotonin	leads to	Increased, synaptic release
1527	Increased, synaptic release	leads to	Increased, extracellular serotonin
1528	Increased, serotonin transporter activity	leads to	Decreased, extracellular serotonin
1529	Increased, extracellular serotonin	leads to	Decreased, 5-HT3
1530	Decreased, 5-HT3	leads to	Increased, seizure
1531	Increased, extracellular serotonin	leads to	Activation, 5-HT2A
1532	Reduced, PTGS1 function	leads to	Reduced, platelet aggregation
1533	Reduced, platelet aggregation	leads to	Activated, gastric ulcer formation
1534	Reduced, PTGS1 function	leads to	Decreased, mucosal blood flow
1535	Decreased, mucosal blood flow	leads to	Reduced, mucosal defense
1536	Reduced, mucosal defense	leads to	Activated, gastric ulcer formation
1537	Reduced, PTGS1 function	leads to	Decreased, mucous
1538	Decreased, mucous	leads to	Reduced, mucosal defense
1539	Reduced, PTGS1 function	leads to	Decreased, bicarbonate
1540	Decreased, bicarbonate	leads to	Reduced, mucosal defense
1541	Reduced, PTGS2 function	leads to	Decreased, angiogenesis
1542	Decreased, angiogenesis	leads to	Activated, gastric ulcer formation
1543	Reduced, PTGS2 function	leads to	Increased, leukocyte adherence
1544	Increased, leukocyte adherence	leads to	Increased, leukocyte activation
1545	Increased, leukocyte activation	leads to	Activated, gastric ulcer formation
1546	Helicobacter pylori infection	leads to	Increase, ammonium (NH4+)
1547	Decrease, surfactant	leads to	Reduced, mucosal defense
1548	Reduced, mucosal defense	leads to	Helicobacter pylori infection
1549	Increased, hippocampal hyperdepolarization	leads to	Increased, seizure
1550	Increased, seizure	leads to	Increased, epilepsy
1551	Reduced, presynaptic neuron 2 activity	leads to	Decreased, GABA
1552	Decreased, GABA	leads to	Reduced, GABA-A receptor activation
1553	Reduced, GABA-A receptor activation	leads to	Decreased, intracellular chloride
1554	Decreased, intracellular chloride	leads to	Activated, membrane depolarization
1555	Increased, RDX dose	leads to	Reduced, GABA-A receptor activation
1556	NFE2/Nrf2 repression	leads to	Reduced, FXR activity
1557	Reduced, FXR activity	leads to	Reduced, SHP activity
1558	Reduced, SHP activity	leads to	Activated, LXR
1559	Activated, LXR	leads to	Reduced, PPARalpha
1560	Reduced, PPARalpha	leads to	Reduced, HSD17B4 activity
1561	Reduced, HSD17B4 activity	leads to	Reduced, fatty acid beta oxidation
1562	Reduced, fatty acid beta oxidation	leads to	Increased, steatosis
1563	Mu Opioid Receptor Agonism	leads to	Release of G Proteins
1564	Release of G Proteins	leads to	Opening of GIRK channels
1565	Opening of GIRK channels	leads to	hyperpolarisation, neuron
1566	hyperpolarisation, neuron	leads to	Analgesia
1567	Altered, Cardiovascular development/function	leads to	Increase, Embryolethality
1568	Release of G Proteins	leads to	Inhibition of Ca Channels
1569	Inhibition of Ca Channels	leads to	Inhibition of neurotransmitter release
1570	Inhibition of neurotransmitter release	leads to	Analgesia
1571	Serotonin 1A Receptor Agonism	leads to	Release of G Proteins
1572	hyperpolarisation, neuron	leads to	Anti-depressant Activity
1573	Inhibition of neurotransmitter release	leads to	Anti-depressant Activity
1574	SP (Substance P) release, Local increase of SP	leads to	Nerve excitation
1575	Excitation, Neuron nerve ending excitation	leads to	SP (Substance P) release, Local increase of SP
1576	TRPA1 activation, TRPA1 Receptor	leads to	Generation of novel epitopes , Antigen presentation
1577	SP (Substance P) release, Local increase of SP	leads to	Leukocyte infiltration
1578	Excitation, Neuron nerve ending excitation	leads to	Increased CGRP
1579	Increased CGRP	leads to	Nerve excitation
1580	Increased CGRP	leads to	Increase, hypertension
1581	Increase, hypertension	leads to	Chronic Cough, Respiratory irritability
1582	Excitation, Neuron nerve ending excitation	leads to	Irritation induced sneezing
1583	Excitation, Neuron nerve ending excitation	leads to	Increased NKA
1584	Increased NKA	leads to	Nerve excitation
1585	Increased NKA	leads to	Leukocyte infiltration
1586	Increased CGRP	leads to	Leukocyte infiltration
1587	Increased CGRP	leads to	Chronic Cough, Respiratory irritability
1588	Sensing of the stressor	leads to	Pro-inflammatory cytokines increased
1589	Pro-inflammatory cytokines increased	leads to	SAA production increased
1590	SAA production increased	leads to	HDL-SAA formation
1591	HDL-SAA formation	leads to	Systemic cholesterol increased
1592	Systemic cholesterol increased	leads to	Foam cell formation
1593	HDL-SAA formation	leads to	Foam cell formation
1594	Foam cell formation	leads to	Plaque progression
1595	Increase, Excessive ROS generation	leads to	Increase, DNA Damage
1596	Increase, Apoptosis	leads to	Increase, Follicular atresia
1597	Increase, Follicular atresia	leads to	Decrease, Oogenesis
1598	Increase, Excessive ROS generation	leads to	Increase, Lipid peroxidation
1599	Increase, Lipid peroxidation	leads to	Increase, Uncoupling of OXPHOS
1600	Increase, Uncoupling of OXPHOS	leads to	Decrease, Mitochondrial ATP production
1601	Decrease, Mitochondrial ATP production	leads to	Decrease, Oogenesis
1602	Increase, ROS production	leads to	Increase, DNA Damage
1603	Increase, ROS production	leads to	Increase, Lipid peroxidation
1606	Activation, LXR alpha	leads to	Increased, De Novo FA synthesis
1607	Increased, De Novo FA synthesis	leads to	Increased, Liver Steatosis
1608	demethylation, PPARg promoter	leads to	Activation of specific nuclear receptors, PPAR-gamma activation
1609	Activation of specific nuclear receptors, PPAR-gamma activation	leads to	increased adipogenesis
1610	activation of CEBPA	leads to	Activation of specific nuclear receptors, PPAR-gamma activation
1611	activation of CEBPA	leads to	increased adipogenesis
1612	increased adipogenesis	leads to	obesity
1613	chronic high fat diet	leads to	decreased dopamine
1614	decreased dopamine	leads to	decreased reward
1615	decreased reward	leads to	decreased DNA methylation of tyrosine hydroxylase
1616	decreased reward	leads to	decreased methylation of dopamine transporter promoter
1617	decreased reward	leads to	decreased dopamine
1618	decreased DNA methylation of tyrosine hydroxylase	leads to	obesity
1619	decreased methylation of dopamine transporter promoter	leads to	obesity
1620	decreased DNA methylation of tyrosine hydroxylase	leads to	decreased dopamine
1621	decreased methylation of dopamine transporter promoter	leads to	decreased dopamine
1622	Sustained inflammatory cytokine release	leads to	Increased, secretion of local growth factors
1623	Increase, ROS production	leads to	Increased, secretion of local growth factors
1624	Increased, secretion of local growth factors	leads to	Differentiation of fibroblasts
1625	Increased, secretion of local growth factors	leads to	EMT
1626	Differentiation of fibroblasts	leads to	Expression of Collagen
1627	EMT	leads to	Expression of Collagen
1628	Collagen Deposition	leads to	Accumulation, Collagen
1629	Accumulation, Collagen	leads to	Pulmonary fibrosis
1630	Cell damage sensing	leads to	Sustained inflammatory cytokine release
1631	Cell damage sensing	leads to	Increase, ROS production
1632	Cell damage sensing	leads to	Increased, secretion of local growth factors
1633	Sustained inflammatory cytokine release	leads to	Differentiation of fibroblasts
1634	DNA topoisomerase II “poisons”	leads to	DSB
1635	DSB	leads to	MLL translocation
1636	Thiol protein adducts	leads to	Inhibition of lysyl oxidase
1637	Inhibition of lysyl oxidase	leads to	Reduction of collagen crosslinking
1638	Reduction of collagen crosslinking	leads to	Weak collagen matrix
1639	Weak collagen matrix	leads to	Notochord malformation
1640	Notochord malformation	leads to	Reduced, Swimming performance
1641	Reduced, Swimming performance	leads to	Growth, reduction
1642	Reduced, Swimming performance	leads to	Decreased, survival
1643	Decrease, histaminergic neuron excitation	leads to	Impairment, Learning and memory
1644	Impairment, Learning and memory	leads to	Decreased, locomotion
1645	GR Agonist, Activation	leads to	Increased apoptosis, decreased Leydig Cells 
1646	GR Agonist, Activation	leads to	Repressed expression of steroidogenic enzymes 
1647	Increased apoptosis, decreased Leydig Cells 	leads to	Reduction, Testosterone synthesis in Leydig cells
1648	Repressed expression of steroidogenic enzymes 	leads to	Reduction, Testosterone synthesis in Leydig cells
1649	Reduction, testosterone level	leads to	Decreased sperm quantity or quality in the adult, Decreased fertility 
1650	Decreased sperm quantity or quality in the adult, Decreased fertility 	leads to	impaired, Fertility
1651	TGFbeta1 activation	leads to	TGFbeta pathway activation
1652	TGFbeta pathway activation	leads to	Differentiation of fibroblasts
1653	TGFbeta pathway activation	leads to	EMT
1654	Differentiation of fibroblasts	leads to	Accumulation, Collagen
1655	EMT	leads to	Accumulation, Collagen
			
Help			
About			
FAQ			
Metrics 			
